team,season,game_index,date,home_away,versus,goals,goals_against,win_loss,overtime,cum_wins,cum_losses,cum_overtime_losses,streak,shots,penalty_in_minutes_against,power_play_goals,power_play_opportunities,short_handed_goals,shots_against,penalty_in_minutes_in_favor,power_play_goals_against,power_play_opportunities_against,short_handed_goals_against,attendance,game_length
BOS,2016.0,29,2015-12-14,H,EDM,2,3,L,OT,16,9,4,L 1,49,11,0,3,0,24,11,0,3,0,17565.0,158.0
BOS,2016.0,30,2015-12-16,H,PIT,3,0,W,NA,17,9,4,W 1,29,6,1,4,0,34,8,0,3,0,17565.0,154.0
BOS,2016.0,31,2015-12-18,A,PIT,6,2,W,NA,18,9,4,W 2,34,12,1,4,1,32,10,0,5,0,18585.0,154.0
BOS,2016.0,32,2015-12-20,H,NJD,2,1,W,SO,19,9,4,W 3,39,8,0,1,0,30,6,0,2,0,17565.0,163.0
BOS,2016.0,33,2015-12-22,H,STL,0,2,L,NA,19,10,4,L 1,32,7,0,0,0,29,5,0,1,0,17565.0,146.0
BOS,2016.0,34,2015-12-26,H,BUF,3,6,L,NA,19,11,4,L 2,33,6,0,3,0,29,6,0,3,0,17565.0,147.0
BOS,2016.0,35,2015-12-27,A,OTT,1,3,L,NA,19,12,4,L 3,39,19,0,2,0,22,9,1,2,0,20061.0,145.0
BOS,2016.0,36,2015-12-29,H,OTT,7,3,W,NA,20,12,4,W 1,37,52,4,7,0,32,58,0,4,0,17565.0,167.0
BOS,2016.0,37,2016-01-01,H,MTL,1,5,L,NA,20,13,4,L 1,28,16,0,3,0,30,14,0,4,0,32767.0,172.0
BOS,2016.0,38,2016-01-05,H,WSH,2,3,L,NA,20,14,4,L 2,27,6,1,4,0,29,8,1,3,0,17565.0,146.0
BOS,2016.0,39,2016-01-08,A,NJD,4,1,W,NA,21,14,4,W 1,31,11,1,3,0,20,13,0,2,0,16514.0,138.0
BOS,2016.0,40,2016-01-09,A,OTT,1,2,L,OT,21,14,5,L 1,34,6,0,1,0,40,4,0,2,0,19125.0,158.0
BOS,2016.0,41,2016-01-11,A,NYR,1,2,L,NA,21,15,5,L 2,33,0,0,1,0,30,2,0,0,0,18006.0,141.0
BOS,2016.0,42,2016-01-13,A,PHI,2,3,L,NA,21,16,5,L 3,32,11,1,2,0,21,9,0,3,0,19704.0,142.0
BOS,2016.0,43,2016-01-15,A,BUF,4,1,W,NA,22,16,5,W 1,31,13,0,2,0,34,9,0,4,0,18704.0,150.0
BOS,2016.0,44,2016-01-16,H,TOR,3,2,W,NA,23,16,5,W 2,45,17,0,1,0,29,11,0,5,0,17565.0,161.0
BOS,2016.0,45,2016-01-19,A,MTL,4,1,W,NA,24,16,5,W 3,24,10,0,3,0,39,6,0,5,0,21288.0,148.0
BOS,2016.0,46,2016-01-21,H,VAN,2,4,L,NA,24,17,5,L 1,30,0,0,0,0,27,0,0,0,0,17565.0,145.0
BOS,2016.0,47,2016-01-23,H,CBJ,3,2,W,SO,25,17,5,W 1,34,8,0,5,0,33,8,0,4,0,17565.0,164.0
BOS,2016.0,48,2016-01-25,A,PHI,3,2,W,NA,26,17,5,W 2,31,10,2,4,0,36,8,1,4,0,19738.0,156.0
BOS,2016.0,49,2016-01-26,H,ANA,2,6,L,NA,26,18,5,L 1,34,15,0,4,0,39,15,1,4,0,17565.0,160.0
BOS,2016.0,50,2016-02-02,H,TOR,3,4,L,OT,26,18,6,L 2,42,8,0,4,0,35,8,1,3,0,17565.0,161.0
BOS,2016.0,51,2016-02-04,A,BUF,3,2,W,SO,27,18,6,W 1,33,6,0,4,0,28,8,0,3,0,18845.0,159.0
BOS,2016.0,52,2016-02-06,H,BUF,2,1,W,OT,28,18,6,W 2,38,8,0,2,0,38,6,0,3,0,17565.0,160.0
BOS,2016.0,53,2016-02-09,H,LAK,2,9,L,NA,28,19,6,L 1,37,16,1,3,0,57,16,3,3,0,17565.0,155.0
BOS,2016.0,54,2016-02-11,A,WPG,6,2,W,NA,29,19,6,W 1,39,27,0,3,0,36,23,1,5,0,15294.0,154.0
BOS,2016.0,55,2016-02-13,A,MIN,4,2,W,NA,30,19,6,W 2,19,10,0,6,1,33,12,0,5,0,19191.0,146.0
BOS,2016.0,56,2016-02-14,A,DET,5,6,L,NA,30,20,6,L 1,22,12,0,2,1,35,6,2,5,0,20027.0,153.0
BOS,2016.0,57,2016-02-16,A,CBJ,2,1,W,OT,31,20,6,W 1,30,6,0,4,0,29,8,0,3,0,13140.0,155.0
BOS,2016.0,58,2016-02-18,A,NSH,0,2,L,NA,31,21,6,L 1,29,4,0,4,0,24,8,0,2,0,17113.0,155.0
BOS,2016.0,59,2016-02-20,A,DAL,7,3,W,NA,32,21,6,W 1,42,7,3,6,0,29,17,0,1,0,18532.0,178.0
BOS,2016.0,60,2016-02-22,H,CBJ,4,6,L,NA,32,22,6,L 1,30,21,0,2,0,35,9,2,3,0,17565.0,157.0
BOS,2016.0,61,2016-02-24,H,PIT,5,1,W,NA,33,22,6,W 1,29,7,0,0,0,42,5,0,1,0,17565.0,146.0
BOS,2016.0,62,2016-02-26,A,CAR,4,1,W,NA,34,22,6,W 2,22,8,0,1,0,40,4,1,3,0,17917.0,147.0
BOS,2016.0,63,2016-02-28,H,TBL,1,4,L,NA,34,23,6,L 1,33,8,0,6,0,30,14,2,3,0,17565.0,151.0
BOS,2016.0,64,2016-03-01,H,CGY,2,1,W,NA,35,23,6,W 1,25,8,1,5,0,25,8,0,4,0,17565.0,148.0
BOS,2016.0,65,2016-03-03,H,CHI,4,2,W,NA,36,23,6,W 2,25,4,1,2,0,27,4,1,2,0,17565.0,145.0
BOS,2016.0,66,2016-03-05,H,WSH,1,2,L,OT,36,23,7,L 1,34,13,0,5,0,30,16,0,3,0,17565.0,160.0
BOS,2016.0,67,2016-03-07,A,FLA,5,4,W,OT,37,23,7,W 1,32,15,0,2,0,51,23,1,4,0,19194.0,180.0
BOS,2016.0,68,2016-03-08,A,TBL,1,0,W,OT,38,23,7,W 2,33,10,0,0,0,42,2,0,4,0,19092.0,146.0
BOS,2016.0,69,2016-03-10,H,CAR,2,3,L,OT,38,23,8,L 1,32,6,1,2,0,28,4,1,3,0,17565.0,154.0
BOS,2016.0,70,2016-03-12,H,NYI,3,1,W,NA,39,23,8,W 1,31,2,1,1,0,26,4,0,0,0,17565.0,147.0
BOS,2016.0,71,2016-03-15,A,SJS,2,3,L,NA,39,24,8,L 1,23,8,0,1,1,27,2,1,4,0,16624.0,150.0
BOS,2016.0,72,2016-03-18,A,ANA,0,4,L,NA,39,25,8,L 2,38,11,0,2,0,26,9,0,2,0,16707.0,140.0
BOS,2016.0,73,2016-03-19,A,LAK,1,2,L,NA,39,26,8,L 3,28,9,0,4,0,20,13,0,2,0,18373.0,146.0
BOS,2016.0,74,2016-03-23,A,NYR,2,5,L,NA,39,27,8,L 4,41,17,0,2,0,24,9,2,6,0,18006.0,161.0
BOS,2016.0,75,2016-03-24,H,FLA,1,4,L,NA,39,28,8,L 5,35,6,0,4,0,36,8,0,4,1,17565.0,165.0
BOS,2016.0,76,2016-03-26,A,TOR,3,1,W,NA,40,28,8,W 1,33,8,2,4,0,26,12,0,2,0,19185.0,158.0
BOS,2016.0,77,2016-03-29,A,NJD,1,2,L,NA,40,29,8,L 1,40,12,0,2,0,15,6,2,5,0,15486.0,147.0
BOS,2016.0,78,2016-04-01,A,STL,6,5,W,NA,41,29,8,W 1,28,10,2,4,0,30,8,0,5,0,19202.0,160.0
BOS,2016.0,79,2016-04-03,A,CHI,4,6,L,NA,41,30,8,L 1,46,8,0,1,0,34,6,2,3,0,22156.0,151.0
BOS,2016.0,80,2016-04-05,H,CAR,1,2,L,SO,41,30,9,L 2,36,13,0,3,0,28,13,0,3,0,17565.0,160.0
BOS,2016.0,81,2016-04-07,H,DET,5,2,W,NA,42,30,9,W 1,34,8,1,4,0,15,8,0,4,0,17565.0,148.0
BOS,2016.0,82,2016-04-09,H,OTT,1,6,L,NA,42,31,9,L 1,40,7,0,4,0,36,15,0,0,2,17565.0,157.0
BUF,2016.0,1,2015-10-08,H,OTT,1,3,L,NA,0,1,0,L 1,27,0,1,3,0,22,6,0,0,0,19070.0,157.0
BUF,2016.0,2,2015-10-10,H,TBL,1,4,L,NA,0,2,0,L 2,25,4,0,2,0,31,4,0,3,0,17739.0,147.0
BUF,2016.0,3,2015-10-12,H,CBJ,4,2,W,NA,1,2,0,W 1,33,11,3,7,0,24,19,2,3,0,18075.0,147.0
BUF,2016.0,4,2015-10-15,A,FLA,2,3,L,NA,1,3,0,L 1,26,10,1,6,0,29,12,2,5,0,11616.0,156.0
BUF,2016.0,5,2015-10-17,A,TBL,1,2,L,NA,1,4,0,L 2,32,8,0,3,0,22,6,1,4,0,19092.0,147.0
BUF,2016.0,6,2015-10-21,H,TOR,2,1,W,SO,2,4,0,W 1,35,2,0,4,0,24,8,0,1,0,17762.0,167.0
BUF,2016.0,7,2015-10-23,H,MTL,2,7,L,NA,2,5,0,L 1,36,6,1,4,0,26,8,2,3,0,18214.0,148.0
BUF,2016.0,8,2015-10-24,H,NJD,3,4,L,NA,2,6,0,L 2,29,4,2,5,0,28,10,0,2,1,18040.0,151.0
BUF,2016.0,9,2015-10-27,A,PHI,4,3,W,OT,3,6,0,W 1,40,4,1,2,0,33,4,0,2,0,19432.0,157.0
BUF,2016.0,10,2015-10-29,A,PIT,3,4,L,NA,3,7,0,L 1,53,2,0,2,0,29,4,1,1,0,18415.0,148.0
BUF,2016.0,11,2015-10-30,H,PHI,3,1,W,NA,4,7,0,W 1,36,28,1,6,0,28,31,0,4,0,15962.0,157.0
BUF,2016.0,12,2015-11-01,A,NYI,2,1,W,NA,5,7,0,W 2,22,0,0,0,0,30,0,0,0,0,11278.0,138.0
BUF,2016.0,13,2015-11-05,H,TBL,1,4,L,NA,5,8,0,L 1,31,6,0,2,0,22,4,0,3,0,18161.0,139.0
BUF,2016.0,14,2015-11-07,H,VAN,3,2,W,NA,6,8,0,W 1,22,11,1,2,0,37,11,0,2,0,19070.0,146.0
BUF,2016.0,15,2015-11-10,A,TBL,4,1,W,NA,7,8,0,W 2,27,10,1,3,0,31,6,1,5,0,19092.0,145.0
BUF,2016.0,16,2015-11-12,A,FLA,3,2,W,NA,8,8,0,W 3,19,6,1,1,0,38,2,1,3,0,11271.0,152.0
BUF,2016.0,17,2015-11-14,H,SJS,1,2,L,OT,8,8,1,L 1,31,6,0,3,0,32,4,1,3,0,18611.0,153.0
BUF,2016.0,18,2015-11-17,H,DAL,1,3,L,NA,8,9,1,L 2,25,2,1,3,0,29,6,0,1,0,18101.0,156.0
BUF,2016.0,19,2015-11-19,A,STL,2,3,L,SO,8,9,2,L 3,34,7,0,4,0,29,8,2,3,0,17359.0,158.0
BUF,2016.0,20,2015-11-21,A,DAL,0,3,L,NA,8,10,2,L 4,22,15,0,3,0,32,11,1,5,0,18532.0,145.0
BUF,2016.0,21,2015-11-23,H,STL,1,2,L,NA,8,11,2,L 5,25,5,0,3,0,26,11,0,0,0,17563.0,148.0
BUF,2016.0,22,2015-11-25,H,NSH,2,3,L,NA,8,12,2,L 6,32,6,0,2,0,20,4,0,3,0,17871.0,144.0
BUF,2016.0,23,2015-11-27,H,CAR,4,1,W,NA,9,12,2,W 1,21,6,0,1,0,28,4,0,2,0,18052.0,138.0
BUF,2016.0,24,2015-11-28,A,NSH,4,1,W,NA,10,12,2,W 2,24,6,2,4,0,29,17,1,3,0,17217.0,156.0
BUF,2016.0,25,2015-12-01,A,DET,4,5,L,SO,10,12,3,L 1,32,11,2,5,0,46,15,1,2,0,20027.0,167.0
BUF,2016.0,26,2015-12-04,H,ARI,5,2,W,NA,11,12,3,W 1,28,6,0,2,1,20,4,0,3,0,18204.0,154.0
BUF,2016.0,27,2015-12-06,A,EDM,2,4,L,NA,11,13,3,L 1,34,6,1,4,0,28,12,1,1,0,16839.0,161.0
BUF,2016.0,28,2015-12-07,A,VAN,2,5,L,NA,11,14,3,L 2,34,10,0,3,0,31,6,1,6,0,18278.0,148.0
BUF,2016.0,29,2015-12-10,A,CGY,3,4,L,NA,11,15,3,L 3,30,4,2,3,0,32,6,0,2,0,18565.0,153.0
BUF,2016.0,30,2015-12-12,H,LAK,2,1,W,OT,12,15,3,W 1,30,0,1,2,0,21,4,0,0,0,18133.0,152.0
BUF,2016.0,31,2015-12-14,A,DET,2,1,W,NA,13,15,3,W 2,30,4,0,3,0,33,6,0,2,0,20027.0,146.0
BUF,2016.0,32,2015-12-15,H,NJD,0,2,L,NA,13,16,3,L 1,25,2,0,3,0,21,6,0,1,0,18297.0,142.0
BUF,2016.0,33,2015-12-17,H,ANA,3,0,W,NA,14,16,3,W 1,22,8,0,3,0,44,8,0,3,0,18801.0,151.0
BUF,2016.0,34,2015-12-19,H,CHI,2,3,L,SO,14,16,4,L 1,27,6,0,2,0,28,4,1,3,0,18870.0,158.0
BUF,2016.0,35,2015-12-26,A,BOS,6,3,W,NA,15,16,4,W 1,29,6,0,3,0,33,6,0,3,0,17565.0,147.0
BUF,2016.0,36,2015-12-28,H,WSH,0,2,L,NA,15,17,4,L 1,31,7,0,3,0,26,11,0,1,0,19070.0,150.0
BUF,2016.0,37,2015-12-30,A,WSH,2,5,L,NA,15,18,4,L 2,27,10,0,4,0,43,10,1,3,0,18506.0,158.0
BUF,2016.0,38,2015-12-31,H,NYI,1,2,L,NA,15,19,4,L 3,43,4,1,4,0,33,8,1,2,0,19070.0,147.0
BUF,2016.0,39,2016-01-02,H,DET,3,4,L,NA,15,20,4,L 4,35,4,2,5,0,23,10,1,2,0,19070.0,148.0
BUF,2016.0,40,2016-01-05,H,FLA,1,5,L,NA,15,21,4,L 5,32,4,1,5,0,27,12,0,1,0,18560.0,147.0
BUF,2016.0,41,2016-01-08,A,CHI,1,3,L,NA,15,22,4,L 6,29,4,0,1,0,45,4,0,1,0,22142.0,148.0
BUF,2016.0,42,2016-01-10,A,WPG,4,2,W,NA,16,22,4,W 1,29,9,1,3,0,44,11,1,2,0,15294.0,164.0
BUF,2016.0,43,2016-01-12,A,MIN,3,2,W,NA,17,22,4,W 2,23,0,0,2,0,30,4,0,1,1,19034.0,153.0
BUF,2016.0,44,2016-01-15,H,BOS,1,4,L,NA,17,23,4,L 1,34,9,0,4,0,31,13,0,2,0,18704.0,150.0
BUF,2016.0,45,2016-01-16,H,WSH,4,1,W,NA,18,23,4,W 1,29,17,1,5,1,34,19,0,4,0,19070.0,148.0
BUF,2016.0,46,2016-01-18,A,ARI,2,1,W,NA,19,23,4,W 2,28,35,2,3,0,27,40,0,5,0,11134.0,152.0
BUF,2016.0,47,2016-01-20,A,COL,1,2,L,NA,19,24,4,L 1,28,6,1,2,0,35,4,0,3,0,13274.0,140.0
BUF,2016.0,48,2016-01-22,H,DET,0,3,L,NA,19,25,4,L 2,19,8,0,1,0,45,2,0,4,0,18601.0,150.0
BUF,2016.0,49,2016-01-25,A,NYR,3,6,L,NA,19,26,4,L 3,26,8,0,1,0,33,2,1,4,0,18006.0,150.0
BUF,2016.0,50,2016-01-26,A,OTT,3,2,W,NA,20,26,4,W 1,22,11,1,2,0,36,11,0,2,0,16815.0,156.0
BUF,2016.0,51,2016-02-03,A,MTL,4,2,W,NA,21,26,4,W 2,32,2,1,3,0,35,6,1,2,0,21288.0,151.0
BUF,2016.0,52,2016-02-04,H,BOS,2,3,L,SO,21,26,5,L 1,28,8,0,3,0,33,6,0,4,0,18845.0,159.0
BUF,2016.0,53,2016-02-06,A,BOS,1,2,L,OT,21,26,6,L 2,38,6,0,3,0,38,8,0,2,0,17565.0,160.0
BUF,2016.0,54,2016-02-09,H,FLA,4,7,L,NA,21,27,6,L 3,34,31,2,4,0,35,37,0,1,0,18521.0,156.0
BUF,2016.0,55,2016-02-11,A,PHI,1,5,L,NA,21,28,6,L 4,42,28,0,6,0,28,25,0,3,0,19019.0,144.0
BUF,2016.0,56,2016-02-12,H,MTL,6,4,W,NA,22,28,6,W 1,22,6,0,2,0,30,16,2,3,0,18505.0,151.0
BUF,2016.0,57,2016-02-14,H,COL,4,1,W,NA,23,28,6,W 2,21,12,0,3,0,35,6,0,6,0,19070.0,145.0
BUF,2016.0,58,2016-02-16,A,OTT,1,2,L,SO,23,28,7,L 1,39,9,0,2,0,26,9,0,2,0,15893.0,156.0
BUF,2016.0,59,2016-02-19,A,CBJ,4,0,W,NA,24,28,7,W 1,35,16,1,5,1,38,28,0,6,0,14923.0,147.0
BUF,2016.0,60,2016-02-21,H,PIT,3,4,L,NA,24,29,7,L 1,27,8,2,3,0,31,6,0,4,1,19070.0,156.0
BUF,2016.0,61,2016-02-24,A,ANA,0,1,L,NA,24,30,7,L 2,26,6,0,4,0,29,8,1,3,0,16543.0,153.0
BUF,2016.0,62,2016-02-26,A,SJS,3,1,W,NA,25,30,7,W 1,22,0,0,0,0,25,0,0,0,0,17562.0,137.0
BUF,2016.0,63,2016-02-27,A,LAK,0,2,L,NA,25,31,7,L 1,23,4,0,3,0,35,6,0,2,0,18230.0,148.0
BUF,2016.0,64,2016-03-01,H,EDM,1,2,L,OT,25,31,8,L 2,32,4,0,1,0,41,2,0,3,0,19070.0,160.0
BUF,2016.0,65,2016-03-03,H,CGY,6,3,W,NA,26,31,8,W 1,35,6,1,8,1,29,16,1,3,0,18651.0,151.0
BUF,2016.0,66,2016-03-05,H,MIN,2,3,L,SO,26,31,9,L 1,32,4,2,2,0,30,6,1,1,0,19070.0,167.0
BUF,2016.0,67,2016-03-07,A,TOR,4,3,W,SO,27,31,9,W 1,27,12,0,4,0,33,14,1,3,0,18950.0,170.0
BUF,2016.0,68,2016-03-08,H,NYR,2,4,L,NA,27,32,9,L 1,36,14,0,2,0,26,4,1,2,0,18651.0,147.0
BUF,2016.0,69,2016-03-10,A,MTL,2,3,L,NA,27,33,9,L 2,38,18,0,2,0,34,14,1,4,0,21288.0,174.0
BUF,2016.0,70,2016-03-12,H,CAR,3,2,W,OT,28,33,9,W 1,24,6,0,4,0,30,6,1,3,0,19070.0,155.0
BUF,2016.0,71,2016-03-16,H,MTL,2,3,L,OT,28,33,10,L 1,43,52,1,4,1,22,48,1,6,0,18815.0,178.0
BUF,2016.0,72,2016-03-18,H,OTT,3,1,W,NA,29,33,10,W 1,34,29,1,3,0,33,25,0,4,0,19070.0,155.0
BUF,2016.0,73,2016-03-19,A,TOR,1,4,L,NA,29,34,10,L 1,21,18,0,2,0,31,20,0,1,0,18829.0,150.0
BUF,2016.0,74,2016-03-22,A,CAR,3,2,W,NA,30,34,10,W 1,25,8,0,4,0,27,22,0,2,0,12676.0,150.0
BUF,2016.0,75,2016-03-26,H,WPG,3,2,W,NA,31,34,10,W 2,29,2,0,2,0,19,4,0,1,0,19070.0,144.0
BUF,2016.0,76,2016-03-28,A,DET,2,3,L,NA,31,35,10,L 1,20,10,0,3,0,29,6,1,5,0,20027.0,150.0
BUF,2016.0,77,2016-03-29,A,PIT,4,5,L,SO,31,35,11,L 2,30,8,2,3,1,46,8,0,3,2,18513.0,168.0
BUF,2016.0,78,2016-03-31,H,TOR,4,1,W,NA,32,35,11,W 1,37,18,1,4,0,26,10,0,3,0,18873.0,160.0
BUF,2016.0,79,2016-04-02,A,NYR,4,3,W,NA,33,35,11,W 2,24,6,0,2,0,36,4,0,3,0,18006.0,151.0
BUF,2016.0,80,2016-04-05,A,NJD,3,1,W,NA,34,35,11,W 3,18,12,1,4,0,19,8,1,6,0,14773.0,144.0
BUF,2016.0,81,2016-04-08,H,CBJ,1,4,L,NA,34,36,11,L 1,35,4,1,4,0,30,8,1,2,0,19070.0,140.0
BUF,2016.0,82,2016-04-09,A,NYI,4,3,W,OT,35,36,11,W 1,26,0,0,2,0,24,4,0,1,1,14811.0,149.0
CAR,2016.0,1,2015-10-08,A,NSH,1,2,L,NA,0,1,0,L 1,26,6,0,3,0,25,6,1,3,0,17204.0,145.0
CAR,2016.0,2,2015-10-10,H,DET,3,4,L,NA,0,2,0,L 2,47,4,1,6,0,19,14,0,1,0,18949.0,149.0
CAR,2016.0,3,2015-10-13,H,FLA,1,4,L,NA,0,3,0,L 3,23,4,0,4,0,30,8,0,3,0,10901.0,134.0
CAR,2016.0,4,2015-10-16,A,DET,5,3,W,NA,1,3,0,W 1,36,4,1,3,0,20,6,0,2,0,20027.0,142.0
CAR,2016.0,5,2015-10-17,A,WSH,1,4,L,NA,1,4,0,L 1,19,6,0,4,0,34,10,2,2,0,18506.0,146.0
CAR,2016.0,6,2015-10-21,A,COL,1,0,W,OT,2,4,0,W 1,19,8,0,5,0,26,10,0,4,0,12826.0,144.0
CAR,2016.0,7,2015-10-23,A,LAK,0,3,L,NA,2,5,0,L 1,40,6,0,4,0,28,10,1,2,0,18230.0,151.0
CAR,2016.0,8,2015-10-24,A,SJS,2,5,L,NA,2,6,0,L 2,34,2,1,3,0,21,6,0,1,0,15814.0,144.0
CAR,2016.0,9,2015-10-27,A,DET,3,1,W,NA,3,6,0,W 1,21,6,0,3,0,26,8,0,2,0,20027.0,139.0
CAR,2016.0,10,2015-10-29,A,NYI,3,2,W,OT,4,6,0,W 2,29,4,0,2,0,19,4,1,2,0,11494.0,151.0
CAR,2016.0,11,2015-10-30,H,COL,3,2,W,NA,5,6,0,W 3,26,6,1,4,0,32,8,0,3,0,9345.0,142.0
CAR,2016.0,12,2015-11-01,H,TBL,3,4,L,NA,5,7,0,L 1,35,8,1,2,0,31,4,1,4,0,9081.0,143.0
CAR,2016.0,13,2015-11-06,H,DAL,1,4,L,NA,5,8,0,L 2,31,2,0,0,0,28,0,0,1,0,10188.0,152.0
CAR,2016.0,14,2015-11-07,H,OTT,3,2,W,OT,6,8,0,W 1,46,4,1,3,0,21,6,1,2,0,10005.0,153.0
CAR,2016.0,15,2015-11-10,A,NYR,0,3,L,NA,6,9,0,L 1,33,4,0,6,0,23,12,0,2,0,18006.0,147.0
CAR,2016.0,16,2015-11-12,H,MIN,2,3,L,OT,6,9,1,L 2,39,0,1,3,0,21,6,0,0,0,9511.0,153.0
CAR,2016.0,17,2015-11-14,H,PHI,2,3,L,OT,6,9,2,L 3,21,4,1,3,0,19,8,0,1,0,13758.0,141.0
CAR,2016.0,18,2015-11-16,H,ANA,1,4,L,NA,6,10,2,L 4,25,0,0,3,0,20,6,0,0,0,9305.0,142.0
CAR,2016.0,19,2015-11-20,H,TOR,1,2,L,SO,6,10,3,L 5,34,12,0,2,0,25,8,1,4,0,10327.0,172.0
CAR,2016.0,20,2015-11-22,H,LAK,4,3,W,NA,7,10,3,W 1,29,11,2,6,0,29,17,1,3,0,10154.0,153.0
CAR,2016.0,21,2015-11-23,A,PHI,2,3,L,OT,7,10,4,L 1,33,13,0,5,0,36,15,2,4,1,18636.0,153.0
CAR,2016.0,22,2015-11-25,H,EDM,4,1,W,NA,8,10,4,W 1,27,8,0,1,0,31,2,1,4,0,10911.0,138.0
CAR,2016.0,23,2015-11-27,A,BUF,1,4,L,NA,8,11,4,L 1,28,4,0,2,0,21,6,0,1,0,18052.0,138.0
CAR,2016.0,24,2015-11-30,A,NYR,3,4,L,NA,8,12,4,L 2,36,10,0,3,0,22,8,2,4,0,18006.0,146.0
CAR,2016.0,25,2015-12-03,H,NJD,1,5,L,NA,8,13,4,L 3,31,22,0,2,0,27,18,1,4,0,9254.0,155.0
CAR,2016.0,26,2015-12-05,H,MTL,3,2,W,NA,9,13,4,W 1,29,8,1,4,0,38,8,0,4,0,10687.0,156.0
CAR,2016.0,27,2015-12-06,H,ARI,5,4,W,NA,10,13,4,W 2,18,8,1,4,0,23,8,1,4,0,9021.0,147.0
CAR,2016.0,28,2015-12-08,A,DAL,5,6,L,NA,10,14,4,L 1,30,4,2,3,0,20,4,2,3,0,18287.0,154.0
CAR,2016.0,29,2015-12-11,A,ANA,5,1,W,NA,11,14,4,W 1,24,9,1,3,0,32,22,0,1,0,17174.0,147.0
CAR,2016.0,30,2015-12-12,A,ARI,5,4,W,OT,12,14,4,W 2,33,4,2,3,0,29,6,0,2,0,12668.0,154.0
CAR,2016.0,31,2015-12-15,A,PHI,3,4,L,OT,12,14,5,L 1,32,11,1,4,0,31,25,0,2,0,18205.0,149.0
CAR,2016.0,32,2015-12-18,H,FLA,0,2,L,NA,12,15,5,L 2,24,6,0,2,0,18,4,0,3,0,10511.0,144.0
CAR,2016.0,33,2015-12-19,A,PIT,2,1,W,NA,13,15,5,W 1,26,4,2,4,0,38,8,1,2,0,18590.0,137.0
CAR,2016.0,34,2015-12-21,H,WSH,1,2,L,NA,13,16,5,L 1,32,4,0,3,0,21,4,0,2,0,13228.0,137.0
CAR,2016.0,35,2015-12-26,H,NJD,3,1,W,NA,14,16,5,W 1,25,2,0,1,0,20,2,0,1,0,11654.0,135.0
CAR,2016.0,36,2015-12-27,A,CHI,2,1,W,NA,15,16,5,W 2,27,6,0,0,0,36,4,0,1,0,22157.0,142.0
CAR,2016.0,37,2015-12-29,A,NJD,2,3,L,NA,15,17,5,L 1,28,4,0,1,0,24,2,0,2,0,16514.0,145.0
CAR,2016.0,38,2015-12-31,H,WSH,4,2,W,NA,16,17,5,W 1,37,2,0,3,0,32,8,0,0,0,14134.0,146.0
CAR,2016.0,39,2016-01-02,H,NSH,1,2,L,OT,16,17,6,L 1,28,6,0,3,0,21,6,0,4,1,12149.0,156.0
CAR,2016.0,40,2016-01-04,A,EDM,0,1,L,OT,16,17,7,L 2,29,4,0,1,0,27,2,0,2,0,16839.0,144.0
CAR,2016.0,41,2016-01-06,A,VAN,2,3,L,NA,16,18,7,L 3,28,10,0,2,1,21,4,1,5,0,18364.0,143.0
CAR,2016.0,42,2016-01-08,H,CBJ,4,1,W,NA,17,18,7,W 1,29,15,1,4,0,36,13,1,5,0,14241.0,156.0
CAR,2016.0,43,2016-01-09,A,CBJ,4,3,W,OT,18,18,7,W 2,30,9,1,4,0,24,13,0,2,1,16532.0,156.0
CAR,2016.0,44,2016-01-12,H,PIT,3,2,W,OT,19,18,7,W 3,21,6,1,3,0,25,8,0,2,0,13012.0,141.0
CAR,2016.0,45,2016-01-14,A,STL,4,1,W,NA,20,18,7,W 4,28,10,1,3,0,24,8,0,4,0,19282.0,143.0
CAR,2016.0,46,2016-01-15,H,VAN,2,3,L,OT,20,18,8,L 1,40,0,1,3,0,22,6,0,0,0,11657.0,150.0
CAR,2016.0,47,2016-01-17,A,PIT,0,5,L,NA,20,19,8,L 2,22,8,0,4,0,32,8,1,4,0,18528.0,148.0
CAR,2016.0,48,2016-01-21,A,TOR,1,0,W,OT,21,19,8,W 1,41,6,0,4,0,32,10,0,2,0,18981.0,149.0
CAR,2016.0,49,2016-01-22,H,NYR,1,4,L,NA,21,20,8,L 1,31,2,0,1,0,32,2,0,1,0,14102.0,140.0
CAR,2016.0,50,2016-01-24,H,CGY,5,2,W,NA,22,20,8,W 1,36,10,1,5,0,35,10,0,5,0,9934.0,154.0
CAR,2016.0,51,2016-01-26,H,CHI,5,0,W,NA,23,20,8,W 2,40,8,0,2,0,26,4,0,4,0,14588.0,147.0
CAR,2016.0,52,2016-02-03,A,CGY,1,4,L,NA,23,21,8,L 1,29,8,0,5,0,24,10,2,4,0,18895.0,142.0
CAR,2016.0,53,2016-02-05,A,WPG,5,3,W,NA,24,21,8,W 1,29,4,1,4,0,36,8,1,2,0,15294.0,140.0
CAR,2016.0,54,2016-02-07,A,MTL,1,2,L,SO,24,21,9,L 1,35,4,0,2,0,34,4,0,2,0,21288.0,177.0
CAR,2016.0,55,2016-02-12,H,PIT,1,2,L,SO,24,21,10,L 2,30,2,0,3,0,26,6,0,1,0,15783.0,152.0
CAR,2016.0,56,2016-02-13,H,NYI,6,3,W,NA,25,21,10,W 1,31,6,1,2,0,26,6,1,2,0,16520.0,140.0
